iter	Passed	Remaining
1628	227184	51740
1629	227433	51625
1630	227739	51524
1631	227988	51409
1632	228039	51249
1633	228222	51119
1634	228441	50997
1635	228637	50870
1636	228839	50744
1637	229004	50610
1638	229015	50442
1639	229190	50310
1640	229365	50178
1641	229515	50040
1642	229679	49905
1643	229862	49775
1644	230061	49648
1645	230071	49480
1646	230227	49344
1647	230419	49215
1648	230430	49048
1649	230604	48916
1650	230706	48768
1651	230844	48628
1652	230984	48488
1653	231175	48359
1654	231365	48230
1655	231548	48099
1656	231560	47933
1657	231571	47766
1658	231718	47628
1659	231909	47499
1660	232088	47367
1661	232100	47202
1662	232106	47035
1663	232259	46898
1664	232446	46768
1665	232536	46619
1666	232765	46497
1667	232795	46335
1668	233058	46220
1669	233266	46094
1670	233504	45974
1671	233704	45846
1672	233912	45719
1673	234083	45586
1674	234293	45459
1675	234304	45295
1676	234449	45156
1677	234468	44993
1678	234691	44869
1679	234704	44705
1680	234901	44576
1681	235112	44450
1682	235299	44319
1683	235436	44179
1684	235620	44047
1685	235796	43914
1686	235975	43782
1687	236128	43644
1688	236219	43495
1689	236369	43357
1690	236379	43194
1691	236540	43058
1692	236656	42914
1693	236836	42781
1694	237021	42649
1695	237208	42518
1696	237300	42370
1697	237307	42206
1698	237482	42073
1699	237661	41940
1700	237848	41808
1701	238082	41685
1702	238203	41542
1703	238445	41420
1704	238733	41305
1705	239034	41193
1706	239048	41031
1707	239063	40870
1708	239283	40743
1709	239494	40615
1710	239677	40483
1711	239871	40352
1712	240046	40217
1713	240255	40089
1714	240270	39928
1715	240478	39799
1716	240699	39672
1717	240866	39536
1718	241019	39398
1719	241187	39263
1720	241352	39126
1721	241554	38996
1722	241742	38863
1723	241819	38713
1724	241996	38579
1725	242161	38442
1726	242320	38305
1727	242485	38169
1728	242616	38027
1729	242800	37893
1730	243016	37765
1731	243227	37635
1732	243415	37502
1733	243549	37361
1734	243693	37221
1735	243828	37079
1736	244064	36953
1737	244302	36828
1738	244563	36705
1739	244576	36545
1740	244688	36401
1741	244876	36267
1742	245007	36125
1743	245151	35985
1744	245541	35881
1745	245705	35744
1746	245717	35584
1747	245917	35452
1748	246085	35315
1749	246285	35183
1750	246295	35024
1751	246457	34886
1752	246632	34750
1753	246688	34598
1754	246861	34462
1755	247029	34325
1756	247226	34192
1757	247374	34052
1758	247391	33895
1759	247465	33745
1760	247613	33605
1761	247740	33463
1762	247935	33329
1763	247945	33171
1764	247963	33015
1765	248111	32875
1766	248304	32741
1767	248318	32584
1768	248490	32448
1769	248635	32308
1770	248797	32170
1771	248905	32026
1772	249052	31886
1773	249253	31753
1774	249418	31616
1775	249564	31476
1776	249800	31348
1777	249965	31210
1778	250201	31081
1779	250366	30944
1780	250568	30811
1781	250770	30677
1782	250963	30543
1783	251119	30404
1784	251283	30266
1785	251556	30141
1786	251734	30005
1787	251926	29870
1788	251995	29721
1789	252234	29591
1790	252247	29435
1791	252422	29298
1792	252580	29160
1793	252736	29020
1794	252903	28883
1795	253084	28746
1796	253263	28610
1797	253425	28471
1798	253607	28335
1799	253914	28212
1800	254151	28082
1801	254402	27953
1802	254583	27816
1803	254689	27671
1804	254832	27530
1805	255048	27397
1806	255320	27269
1807	255545	27137
1808	255558	26982
1809	255864	26858
1810	255882	26704
1811	255910	26551
1812	256360	26442
1813	256715	26322
1814	256908	26186
1815	257104	26050
1816	257306	25914
1817	257520	25780
1818	257727	25645
1819	258079	25524
1820	258369	25397
1821	258615	25265
1822	258835	25131
1823	258857	24977
1824	259014	24837
1825	259179	24697
1826	259340	24557
1827	259429	24410
1828	259567	24267
1829	259741	24128
1830	259921	23990
1831	260081	23850
1832	260226	23708
1833	260396	23569
1834	260405	23415
1835	260546	23273
1836	260718	23133
1837	260899	22995
1838	261034	22852
1839	261282	22720
1840	261299	22567
1841	261312	22414
1842	261402	22268
1843	261623	22133
1844	261637	21980
1845	261890	21847
1846	262154	21716
1847	262339	21577
1848	262598	21445
1849	262841	21311
1850	263073	21176
1851	263265	21038
1852	263497	20903
1853	263595	20757
1854	263735	20615
1855	263916	20476
1856	264096	20336
1857	264250	20195
1858	264399	20053
1859	264521	19910
1860	264711	19771
1861	264725	19619
1862	264733	19467
1863	264925	19329
1864	265102	19189
1865	265315	19052
1866	265530	18915
1867	265691	18774
1868	265865	18634
1869	266059	18496
1870	266104	18347
1871	266312	18209
1872	266510	18070
1873	266720	17933
1874	266730	17782
1875	266941	17644
1876	266957	17493
1877	267138	17354
1878	267368	17217
1879	267394	17067
1880	267604	16929
1881	267621	16779
1882	267823	16641
1883	267991	16500
1884	268166	16360
1885	268310	16218
1886	268425	16074
1887	268578	15932
1888	268721	15790
1889	268872	15648
1890	269038	15507
1891	269048	15357
1892	269197	15216
1893	269236	15068
1894	269392	14926
1895	269401	14777
1896	269410	14627
1897	269609	14489
1898	269622	14340
1899	269793	14199
1900	269970	14059
1901	270136	13918
1902	270259	13775
1903	270270	13627
1904	270427	13485
1905	270636	13347
1906	270803	13206
1907	270955	13064
1908	271124	12924
1909	271167	12777
1910	271370	12638
1911	271556	12498
1912	271749	12358
1913	271912	12217
1914	272071	12076
1915	272079	11928
1916	272224	11786
1917	272447	11647
1918	272639	11507
1919	272896	11370
1920	273206	11235
1921	273409	11095
1922	273430	10948
1923	273621	10808
1924	273811	10667
1925	273823	10520
1926	273830	10373
1927	273989	10231
1928	274173	10091
1929	274341	9950
1930	274490	9808
1931	274569	9663
1932	274723	9522
1933	274909	9381
1934	275039	9239
1935	275180	9096
1936	275351	8955
1937	275524	8814
1938	275661	8672
1939	275812	8530
1940	275949	8387
1941	276103	8246
1942	276251	8104
1943	276400	7962
1944	276516	7819
1945	276662	7677
1946	276675	7531
1947	276827	7389
1948	276982	7247
1949	277138	7106
1950	277304	6964
1951	277433	6822
1952	277576	6680
1953	277751	6538
1954	277912	6396
1955	277923	6251
1956	278126	6111
1957	278139	5966
1958	278324	5825
1959	278523	5684
1960	278687	5542
1961	278869	5401
1962	279087	5260
1963	279283	5119
1964	279443	4977
1965	279453	4832
1966	279599	4690
1967	279608	4546
1968	279758	4404
1969	279922	4262
1970	280096	4121
1971	280263	3979
1972	280446	3837
1973	280839	3698
1974	281094	3558
1975	281342	3417
1976	281535	3275
1977	281799	3134
1978	282060	2993
1979	282401	2852
1980	282508	2709
1981	282695	2567
1982	282942	2425
1983	283143	2283
1984	283316	2140
1985	283485	1998
1986	283761	1856
1987	283939	1713
1988	284140	1571
1989	284327	1428
1990	284497	1286
1991	284700	1143
1992	284891	1000
1993	285111	857
1994	285151	714
1995	285309	571
1996	285461	428
1997	285632	285
1998	285809	142
1999	285970	0
