iter	RMSE
278	65655.8775
279	65640.64345
280	65606.97774
281	65603.84937
282	65601.89373
283	65577.38325
284	65557.52944
285	65547.46548
286	65542.64724
287	65531.00046
288	65520.06735
289	65516.2731
290	65515.99049
291	65494.04424
292	65489.23566
293	65484.93791
294	65482.9136
295	65467.01312
296	65459.24415
297	65459.24349
298	65455.00181
299	65432.36974
300	65427.04496
301	65412.30016
302	65411.10419
303	65394.33925
304	65381.01649
305	65349.45476
306	65331.50558
307	65302.09517
308	65298.48298
309	65297.69496
310	65295.86208
311	65283.91904
312	65277.61356
313	65261.50546
314	65246.36423
315	65207.33584
316	65207.23883
317	65187.81891
318	65187.35206
319	65182.18921
320	65176.51718
321	65172.49961
322	65170.54537
323	65157.5315
324	65157.53097
325	65146.38757
326	65136.92099
327	65127.52234
328	65118.88761
329	65118.88712
330	65098.1838
331	65093.38539
332	65093.38492
333	65091.4825
334	65077.56149
335	65077.56105
336	65077.40245
337	65011.65592
338	65011.65545
339	65011.65501
340	64991.62907
341	64971.79847
342	64957.28264
343	64955.77695
344	64947.19423
345	64943.33844
346	64920.03366
347	64906.67014
348	64903.09277
349	64895.47011
350	64891.43226
351	64888.19248
352	64879.41021
353	64869.94256
354	64848.6574
355	64835.16269
356	64820.44925
357	64797.16284
358	64760.87868
359	64747.7222
360	64743.63073
361	64743.63018
362	64734.54743
363	64734.14908
364	64725.32544
365	64724.47731
366	64711.96502
367	64707.08485
368	64698.47917
369	64689.07685
370	64681.23368
371	64666.46911
372	64658.00608
373	64613.36773
374	64612.37887
375	64597.71086
376	64597.40211
377	64597.37103
378	64585.71228
379	64581.54782
380	64577.80477
381	64559.10417
382	64554.11045
383	64544.93326
384	64543.62248
385	64533.01462
386	64531.30482
387	64523.6011
388	64519.76984
389	64516.52711
390	64512.28008
391	64503.30207
392	64485.87942
393	64485.37389
394	64485.37356
395	64462.11278
396	64430.91698
397	64430.91662
398	64409.00935
399	64405.87456
400	64393.49062
401	64389.83124
402	64380.8005
403	64361.90932
404	64361.25571
405	64356.30262
406	64344.2865
407	64335.0595
408	64334.9286
409	64334.21922
410	64332.67296
411	64317.43109
412	64317.43079
413	64298.00317
414	64298.00286
415	64288.08971
416	64267.26378
417	64263.04202
418	64238.75342
419	64232.28073
420	64226.12446
421	64218.48161
422	64218.10274
423	64210.88706
424	64210.86281
425	64201.72874
426	64201.18978
427	64183.85836
428	64161.07941
429	64141.97347
430	64114.83511
431	64114.06214
432	64113.81517
433	64113.8149
434	64099.36429
435	64099.36402
436	64096.37608
437	64083.56
438	64079.83843
439	64079.83817
440	64057.44754
441	64057.03812
442	64049.30599
443	64046.71025
444	64037.09275
445	64027.30934
446	64006.12803
447	63997.14978
448	63984.1909
449	63983.24928
450	63981.63415
451	63969.14537
452	63950.30954
453	63942.31089
454	63921.607
455	63864.39085
456	63840.02414
457	63800.50797
458	63795.8702
459	63789.98992
460	63783.49108
461	63782.31624
462	63779.6964
463	63777.9906
464	63760.12489
465	63758.77702
466	63754.29209
467	63751.23207
468	63751.23176
469	63712.30744
470	63707.82187
471	63691.47993
472	63672.76464
473	63664.3964
474	63663.84011
475	63663.8398
476	63653.82349
477	63643.48019
478	63635.34601
479	63633.53139
480	63626.93296
481	63626.93265
482	63614.23671
483	63606.84159
484	63606.8413
485	63586.01305
486	63578.93341
487	63576.00707
488	63575.58889
489	63575.12367
490	63547.94311
491	63511.07853
492	63508.65069
493	63508.15439
494	63507.38411
495	63501.9125
496	63495.07689
497	63487.10164
498	63463.80176
499	63446.08223
500	63436.99321
501	63429.62711
502	63416.96579
503	63393.77569
504	63388.95929
505	63388.95899
506	63358.30978
507	63349.37014
508	63341.84064
509	63324.87162
510	63324.87128
511	63319.94858
512	63309.35884
513	63309.35853
514	63294.99263
515	63251.14542
516	63247.21923
517	63236.8974
518	63236.89707
519	63211.85288
520	63169.19333
521	63169.19294
522	63169.19257
523	63169.19221
524	63156.46743
525	63115.19569
526	63109.76784
527	63101.57768
528	63077.30998
529	63070.4235
530	63069.70536
531	63048.83542
532	63010.25284
533	62998.56692
534	62991.46676
535	62978.35497
536	62963.93632
537	62955.60156
538	62943.7479
539	62908.26634
540	62906.93506
541	62893.10144
542	62888.0333
543	62874.75632
544	62854.68136
545	62854.68087
546	62821.57919
547	62813.20659
548	62813.19477
549	62785.11058
550	62782.74111
551	62765.69679
552	62765.69631
553	62733.04068
554	62733.04018
555	62733.03971
556	62724.52043
557	62724.05327
558	62697.50629
559	62692.34504
560	62671.81548
561	62644.85019
562	62639.02508
563	62633.06659
564	62628.19051
565	62624.72509
566	62603.93758
567	62596.65346
568	62594.87061
569	62592.21921
570	62589.37382
571	62571.81003
572	62557.76105
573	62557.05033
574	62549.39449
575	62535.49146
576	62522.9851
577	62512.46497
578	62493.17052
579	62483.27737
580	62462.9584
581	62462.95797
582	62443.60149
583	62443.60106
584	62443.60065
585	62430.10159
586	62425.75182
587	62424.8859
588	62415.37159
589	62410.35877
590	62409.60055
591	62382.88584
592	62380.73236
593	62373.57574
594	62371.78013
595	62359.54995
596	62359.54965
597	62358.21942
598	62348.15376
599	62348.04222
600	62337.13347
601	62337.13322
602	62333.45356
603	62333.45333
604	62317.86206
605	62317.86183
606	62307.565
607	62304.73237
608	62298.22687
609	62289.14237
610	62289.14217
611	62288.25269
612	62277.57227
613	62269.54726
614	62269.52795
615	62250.04451
616	62243.84645
617	62243.84625
618	62230.00789
619	62185.71976
620	62180.19412
621	62175.06807
622	62168.69633
623	62168.33538
624	62160.65572
625	62141.24756
626	62140.81516
627	62123.181
628	62113.85225
629	62103.09905
630	62103.09884
631	62103.09864
632	62089.16064
633	62078.31789
634	62078.31768
635	62078.31748
636	62040.43363
637	62031.63433
638	62019.7708
639	62002.61921
640	61978.43073
641	61964.37354
642	61964.35132
643	61959.37852
644	61954.51201
645	61953.77909
646	61936.78306
647	61936.50202
648	61932.66096
649	61932.66075
650	61927.82133
651	61925.07045
652	61925.01733
653	61917.23003
654	61911.22381
655	61911.22364
656	61893.27045
657	61893.27027
658	61885.12891
659	61860.50549
660	61847.20903
661	61844.74589
662	61819.18505
663	61802.8611
664	61779.18176
665	61776.16658
666	61763.19586
667	61763.14097
668	61757.4014
669	61737.77245
670	61737.02901
671	61737.02877
672	61729.41416
673	61725.03871
674	61712.21549
675	61712.21527
676	61707.12329
677	61706.81605
678	61706.81586
679	61694.59324
680	61694.59304
681	61684.65042
682	61675.22784
683	61662.78589
684	61658.20518
685	61646.60193
686	61642.1657
687	61595.16616
688	61578.1509
689	61578.15064
690	61575.44433
691	61571.81394
692	61547.19328
693	61547.19303
694	61519.74385
695	61487.91781
696	61481.61966
697	61462.52679
698	61453.56977
699	61444.65639
700	61422.89195
701	61385.61207
702	61383.71831
703	61376.57133
704	61369.47668
705	61362.32772
706	61362.32737
707	61346.90879
708	61342.33826
709	61326.46547
710	61326.46514
711	61318.09698
712	61299.31248
713	61299.29809
714	61292.55745
715	61259.92404
716	61248.66138
717	61248.52583
718	61241.45021
719	61222.53987
720	61216.67552
721	61215.26562
722	61215.26528
723	61209.00906
724	61209.00875
725	61208.2429
726	61181.03057
727	61177.53549
728	61174.77678
729	61174.77649
730	61163.98224
731	61148.75629
732	61148.75599
733	61145.56756
734	61119.23665
735	61118.74848
736	61083.33754
737	61076.51207
738	61069.90492
739	61046.39178
740	61046.24748
741	61046.24718
742	61046.15125
743	61045.863
744	61012.40105
745	61011.84771
746	61004.29066
747	60979.55071
748	60979.55042
749	60979.55015
750	60977.53039
751	60957.72321
752	60940.68339
753	60936.21337
754	60935.14048
755	60903.60274
756	60903.34739
757	60895.05719
758	60888.63883
759	60875.40134
760	60852.78898
761	60848.71293
762	60848.71264
763	60846.85064
764	60841.02721
765	60840.51131
766	60821.63607
767	60821.63581
768	60811.99489
769	60807.7038
770	60799.27314
771	60785.96805
772	60781.94376
773	60773.6275
774	60764.54824
775	60759.26592
776	60756.0525
777	60749.46052
778	60747.31362
779	60747.31194
780	60737.75664
781	60719.33843
782	60711.58399
783	60710.02233
784	60710.02212
785	60691.46438
786	60671.60623
787	60642.01989
788	60641.95343
789	60629.19698
790	60629.17085
791	60629.17062
792	60629.03496
793	60628.64368
794	60627.68364
795	60627.68345
796	60621.27826
797	60621.27807
798	60609.7317
799	60605.10656
800	60605.10639
801	60600.43754
802	60600.43737
803	60571.11477
804	60562.93455
805	60561.12614
806	60561.12595
807	60554.43466
808	60542.24282
809	60541.7102
810	60539.69151
811	60520.20678
812	60510.84797
813	60498.57324
814	60489.44511
815	60475.49386
816	60474.85485
817	60471.25631
818	60463.59338
819	60444.22035
820	60414.84317
821	60412.1498
822	60412.14959
823	60378.62829
824	60378.62804
825	60365.30208
826	60358.02799
827	60353.09175
828	60341.26516
829	60331.30416
830	60329.42202
831	60329.371
832	60321.51212
833	60321.51189
834	60321.51167
835	60321.43257
836	60321.00976
837	60314.23759
838	60314.2374
839	60299.02194
840	60288.08637
841	60270.43404
842	60261.36796
843	60251.02156
844	60250.91055
845	60241.37105
846	60234.3076
847	60232.29077
848	60232.29058
849	60222.95401
850	60220.74202
851	60220.74184
852	60216.36419
853	60210.75393
854	60210.75377
855	60206.08759
856	60191.67014
857	60186.36982
858	60186.2671
859	60186.26695
860	60161.65544
861	60154.3688
862	60145.2904
863	60116.10497
864	60116.00746
865	60108.75852
866	60108.72087
867	60108.66661
868	60100.98374
869	60088.9021
870	60088.90193
871	60082.33021
872	60073.83516
873	60068.45874
874	60067.54133
875	60057.60379
876	60046.19298
877	60035.48951
878	60035.48933
879	60022.54639
880	60021.38647
881	60017.98527
882	60015.04974
883	59983.59555
884	59972.10119
885	59969.19499
886	59947.96668
887	59936.8916
888	59909.8407
889	59907.43158
890	59900.6705
891	59900.17653
892	59879.51754
893	59853.51814
894	59842.10421
895	59833.02475
896	59827.13018
897	59785.14943
898	59779.44444
899	59779.44412
900	59775.0857
901	59774.85423
902	59769.0243
903	59755.25724
904	59747.18267
905	59739.72701
906	59731.6116
907	59728.85308
908	59728.58629
909	59721.33913
910	59708.32357
911	59705.47528
912	59696.56936
913	59682.25592
914	59664.54813
915	59664.31483
916	59644.46943
917	59638.34949
918	59637.65574
919	59635.99123
920	59635.36018
921	59628.35396
922	59618.8494
923	59618.84916
924	59618.50149
925	59618.50127
926	59618.48796
927	59610.20925
928	59606.00954
929	59606.00936
930	59602.55806
931	59588.97119
932	59584.45039
933	59581.09297
934	59570.35801
935	59570.35783
936	59562.74591
937	59557.81674
938	59529.78175
939	59520.41256
940	59515.11578
941	59515.11562
942	59499.05181
943	59484.68933
944	59465.83643
945	59462.20501
946	59452.13098
947	59452.13078
948	59452.01865
949	59445.28168
950	59437.59901
951	59414.25023
952	59401.44919
953	59384.52129
954	59380.48388
955	59364.79075
956	59363.14082
957	59345.15329
958	59345.15305
959	59341.60844
960	59331.64079
961	59324.65793
962	59307.50528
963	59284.17767
964	59281.82056
965	59257.41675
966	59251.62933
967	59240.02134
968	59210.74914
969	59210.74883
970	59204.20788
971	59198.38653
972	59189.20389
973	59183.55965
974	59176.25861
975	59171.33583
976	59170.62456
977	59158.47247
978	59158.4722
979	59152.11203
980	59143.67921
981	59143.67895
982	59133.58031
983	59131.17851
984	59121.79121
985	59121.79096
986	59121.79073
987	59120.21227
988	59118.782
989	59118.67515
990	59116.80219
991	59116.80201
992	59114.79321
993	59114.41898
994	59102.99215
995	59097.04781
996	59097.04765
997	59094.82527
998	59094.52758
999	59091.6872
1000	59084.95638
1001	59084.48912
1002	59084.08133
1003	59076.78837
1004	59071.16742
1005	59071.1673
1006	59064.49435
1007	59063.57035
1008	59063.52875
1009	59061.86671
1010	59051.16138
1011	59042.70665
1012	59037.18776
1013	59018.15015
1014	59018.15003
1015	59008.15605
1016	59007.00055
1017	59006.532
1018	59006.17556
1019	58996.57826
1020	58992.21502
1021	58992.21491
1022	58988.28387
1023	58988.28376
1024	58978.12189
1025	58975.51272
1026	58971.9584
1027	58962.94498
1028	58945.93448
1029	58936.36843
1030	58918.93085
1031	58918.93074
1032	58918.60031
1033	58883.80943
1034	58883.8093
1035	58880.65003
1036	58880.64991
1037	58870.65393
1038	58864.59607
1039	58861.92161
1040	58861.92149
1041	58856.45596
1042	58854.49571
1043	58841.75185
1044	58836.25416
1045	58832.27441
1046	58825.9206
1047	58818.11871
1048	58809.68973
1049	58803.74978
1050	58802.6201
1051	58796.37738
1052	58795.00129
1053	58788.28048
1054	58777.28756
1055	58765.23199
1056	58743.79536
1057	58729.97557
1058	58725.02068
1059	58715.01375
1060	58700.84462
1061	58700.84445
1062	58697.35423
1063	58692.1547
1064	58682.26263
1065	58681.63462
1066	58680.5702
1067	58680.57006
1068	58641.86401
1069	58637.65023
1070	58637.52233
1071	58635.39948
1072	58635.39933
1073	58635.39918
1074	58618.84637
1075	58610.7271
1076	58598.30116
1077	58597.02326
1078	58595.628
1079	58583.01034
1080	58575.93369
1081	58565.78173
1082	58561.53824
1083	58547.19671
1084	58542.70959
1085	58542.17768
1086	58533.44939
1087	58527.58903
1088	58522.08028
1089	58510.36328
1090	58510.36314
1091	58510.36299
1092	58510.34702
1093	58498.64328
1094	58494.91992
1095	58488.26366
1096	58485.31245
1097	58477.74477
1098	58462.6705
1099	58462.67036
1100	58459.55948
1101	58459.5203
1102	58443.41378
1103	58433.13348
1104	58412.23968
1105	58387.48861
1106	58385.11145
1107	58376.87818
1108	58375.90903
1109	58355.47574
1110	58353.25883
1111	58335.46648
1112	58331.28059
1113	58327.84492
1114	58323.59222
1115	58317.77215
1116	58307.63383
1117	58300.3429
1118	58288.84494
1119	58286.43065
1120	58255.14202
1121	58239.22018
1122	58238.17982
1123	58237.66144
1124	58237.66126
1125	58226.44864
1126	58224.96691
1127	58223.09383
1128	58223.09367
1129	58221.76179
1130	58221.70405
1131	58198.75851
1132	58198.58368
1133	58186.29658
1134	58186.29643
1135	58181.07758
1136	58170.32295
1137	58163.67773
1138	58163.67759
1139	58160.30453
1140	58149.07879
1141	58140.34393
1142	58139.93023
1143	58118.63224
1144	58113.96402
1145	58101.02513
1146	58087.33779
1147	58081.70965
1148	58079.35797
1149	58066.10582
1150	58058.17317
1151	58043.59247
1152	58043.59228
1153	58032.16115
1154	58026.2541
1155	58017.82532
1156	58017.80521
1157	58012.48375
1158	58007.21089
1159	58003.07666
1160	57996.82807
1161	57996.09996
1162	57989.3193
1163	57986.34711
1164	57985.84341
1165	57980.09595
1166	57973.79739
1167	57964.19318
1168	57943.06663
1169	57943.06646
1170	57942.68505
1171	57935.54425
1172	57934.06988
1173	57933.75419
1174	57933.09405
1175	57928.94341
1176	57915.41294
1177	57906.27132
1178	57896.68852
1179	57893.77558
1180	57880.82139
1181	57880.82124
1182	57875.38547
1183	57875.38533
1184	57863.11135
1185	57859.03328
1186	57846.95035
1187	57839.14415
1188	57838.8562
1189	57829.0405
1190	57829.04037
1191	57812.75653
1192	57804.59445
1193	57804.54356
1194	57798.03822
1195	57791.88614
1196	57791.35893
1197	57770.04013
1198	57763.02826
1199	57729.74583
1200	57719.00274
1201	57719.00257
1202	57704.51025
1203	57697.90994
1204	57697.90976
1205	57691.60464
1206	57691.60447
1207	57687.55739
1208	57672.35311
1209	57672.35294
1210	57663.40233
1211	57661.03666
1212	57639.54849
1213	57637.91941
1214	57632.40651
1215	57631.68837
1216	57622.41309
1217	57622.12927
1218	57615.47091
1219	57608.63475
1220	57600.85688
1221	57571.4952
1222	57563.01692
1223	57562.21113
1224	57557.30717
1225	57543.99086
1226	57543.99068
1227	57542.08996
1228	57535.13692
1229	57525.69809
1230	57525.65157
1231	57506.30485
1232	57494.40705
1233	57489.00455
1234	57489.00436
1235	57479.22848
1236	57471.98334
1237	57469.91635
1238	57454.08061
1239	57454.08043
1240	57454.08026
1241	57449.66415
1242	57443.41844
1243	57438.83734
1244	57429.68075
1245	57423.89818
1246	57414.17965
1247	57400.81544
1248	57390.89057
1249	57390.86234
1250	57377.42269
1251	57375.82424
1252	57372.00326
1253	57366.23701
1254	57361.56016
1255	57361.55998
1256	57355.15063
1257	57355.15045
1258	57355.15028
1259	57337.83345
1260	57329.13267
1261	57329.12677
1262	57329.1266
1263	57327.08664
1264	57322.8167
1265	57322.61371
1266	57314.11356
1267	57299.29704
1268	57295.71114
1269	57295.71099
1270	57295.36594
1271	57293.31783
1272	57293.27419
1273	57284.44694
1274	57272.9762
1275	57272.34279
1276	57269.6895
1277	57266.29107
1278	57266.29096
1279	57261.47352
1280	57254.42484
1281	57252.75731
1282	57237.12391
1283	57229.3388
1284	57213.92345
1285	57179.03063
1286	57178.82171
1287	57177.45347
1288	57168.80264
1289	57164.11498
1290	57158.64808
1291	57153.56648
1292	57153.01751
1293	57152.95912
1294	57148.24422
1295	57135.36743
1296	57130.17214
1297	57129.33321
1298	57115.04661
1299	57110.3885
1300	57097.30457
1301	57097.30446
1302	57092.11096
1303	57071.48928
1304	57065.60395
1305	57053.51378
1306	57045.90567
1307	57045.90554
1308	57045.88562
1309	57035.65138
1310	57035.65125
1311	57027.11025
1312	57027.11012
1313	57022.60325
1314	57004.40397
1315	56988.66304
1316	56987.41529
1317	56987.34104
1318	56987.34092
1319	56987.08147
1320	56975.86295
1321	56972.00491
1322	56959.29095
1323	56949.57277
1324	56938.27479
1325	56919.5024
1326	56910.74425
1327	56885.28239
1328	56879.87137
1329	56869.86386
1330	56865.12171
1331	56856.53205
1332	56848.35029
1333	56844.8155
1334	56844.81533
1335	56841.58216
1336	56836.93862
1337	56828.47484
1338	56828.46488
1339	56828.46474
1340	56812.65258
1341	56812.29202
1342	56800.64303
1343	56797.12084
1344	56797.1207
1345	56797.12057
1346	56791.76425
1347	56791.76412
1348	56779.29301
1349	56772.14382
1350	56768.99367
1351	56768.98916
1352	56768.7765
1353	56766.24068
1354	56766.21264
1355	56765.71777
1356	56758.35744
1357	56752.77587
1358	56752.55202
1359	56744.76312
1360	56741.31452
1361	56734.69689
1362	56726.01254
1363	56716.10243
1364	56714.51118
1365	56714.51107
1366	56690.52523
1367	56666.6463
1368	56664.39544
1369	56664.39531
1370	56664.16551
1371	56643.56981
1372	56640.33792
1373	56638.07673
1374	56627.37113
1375	56619.67661
1376	56594.90675
1377	56591.86849
1378	56574.88614
1379	56574.51466
1380	56567.62113
1381	56567.62098
1382	56565.98219
1383	56559.03886
1384	56551.9535
1385	56551.95337
1386	56551.95223
1387	56550.3902
1388	56543.27668
1389	56527.00138
1390	56525.97903
1391	56518.26521
1392	56499.61064
1393	56497.18869
1394	56494.37399
1395	56486.79108
1396	56482.34784
1397	56471.01021
1398	56458.6336
1399	56458.54616
1400	56453.87837
1401	56453.84699
1402	56448.05045
1403	56439.49039
1404	56424.64866
1405	56424.24116
1406	56410.12077
1407	56410.12064
1408	56406.57981
1409	56405.99402
1410	56400.7663
1411	56400.76618
1412	56387.39029
1413	56376.98991
1414	56363.40971
1415	56348.60274
1416	56341.01191
1417	56340.9411
1418	56337.77104
1419	56337.08578
1420	56329.02433
1421	56329.0242
1422	56313.6682
1423	56308.28105
1424	56307.89895
1425	56307.89882
1426	56307.8987
1427	56305.79
1428	56300.43605
1429	56292.91725
1430	56292.91715
1431	56292.91705
1432	56290.32738
1433	56290.32729
1434	56279.18255
1435	56276.41537
1436	56255.12786
1437	56254.72646
1438	56249.21185
1439	56248.054
1440	56234.46889
1441	56228.28571
1442	56206.17549
1443	56204.32127
1444	56198.39945
1445	56194.00043
1446	56189.26485
1447	56182.0046
1448	56177.59398
1449	56177.59387
1450	56174.89463
1451	56171.51502
1452	56166.01103
1453	56163.89697
1454	56157.55316
1455	56140.67201
1456	56136.03319
1457	56122.25632
1458	56117.56769
1459	56117.56758
1460	56110.87772
1461	56110.87761
1462	56110.87751
1463	56110.87741
1464	56110.80043
1465	56109.32952
1466	56109.32944
1467	56102.95745
1468	56097.07658
1469	56097.0765
1470	56097.07642
1471	56092.91048
1472	56086.13856
1473	56077.42264
1474	56073.40379
1475	56070.40081
1476	56065.92684
1477	56062.6137
1478	56056.99662
1479	56056.99656
1480	56038.01446
1481	56032.72079
1482	56019.04435
1483	56011.23859
1484	56005.48875
1485	56003.77262
1486	56001.78734
1487	55994.58683
1488	55988.72608
1489	55978.46784
1490	55976.12179
1491	55962.63625
1492	55961.91114
1493	55961.17032
1494	55955.65213
1495	55948.70045
1496	55932.13522
1497	55915.00729
1498	55908.97916
1499	55895.17425
1500	55885.73355
1501	55881.79415
1502	55881.79405
1503	55875.9095
1504	55868.02371
1505	55856.80226
1506	55851.859
1507	55831.5449
1508	55831.18554
1509	55825.32622
1510	55818.58417
1511	55815.78477
1512	55815.51412
1513	55815.51264
1514	55809.50881
1515	55800.31342
1516	55794.02446
1517	55793.84962
1518	55789.70872
1519	55785.93797
1520	55776.88641
1521	55776.88629
1522	55776.88618
1523	55776.25039
1524	55767.73712
1525	55767.4918
1526	55767.4917
1527	55761.93264
1528	55754.96104
1529	55740.60131
1530	55737.50946
1531	55733.57806
1532	55732.53271
1533	55724.7818
1534	55720.53692
1535	55712.53504
1536	55707.77932
1537	55702.08087
1538	55700.78013
1539	55700.75514
1540	55678.67282
1541	55677.90789
1542	55675.38506
1543	55661.2747
1544	55661.0187
1545	55656.17819
1546	55651.64958
1547	55650.57372
1548	55643.74613
1549	55640.53755
1550	55635.42184
1551	55630.26189
1552	55630.26178
1553	55623.35927
1554	55622.39968
1555	55622.10934
1556	55612.10703
1557	55606.70449
1558	55604.64871
1559	55604.29665
1560	55604.29655
1561	55598.72679
1562	55593.13473
1563	55586.38295
1564	55576.54694
1565	55576.54684
1566	55572.35897
1567	55564.28298
1568	55551.23352
1569	55549.91755
1570	55541.97153
1571	55537.16276
1572	55536.38651
1573	55529.00847
1574	55529.00836
1575	55518.19199
1576	55510.1084
1577	55509.69693
1578	55500.51824
1579	55478.71808
1580	55478.71795
1581	55473.26443
1582	55468.55465
1583	55463.22995
1584	55455.42139
1585	55454.35666
1586	55452.85274
1587	55445.61894
1588	55438.65558
1589	55438.65546
1590	55437.91876
1591	55430.33387
1592	55421.24271
1593	55415.5962
1594	55410.92517
1595	55407.00968
1596	55395.38561
1597	55391.80839
1598	55391.80828
1599	55391.80817
1600	55391.80807
1601	55388.9791
1602	55388.88528
1603	55388.8541
1604	55381.2443
1605	55377.96594
1606	55371.83111
1607	55371.81331
1608	55370.35858
1609	55369.23899
1610	55360.98413
1611	55355.86692
1612	55345.31543
1613	55340.69652
1614	55335.2182
1615	55331.62165
1616	55324.34718
1617	55315.85306
1618	55315.36977
1619	55309.76083
1620	55309.73617
1621	55305.82013
1622	55301.45922
1623	55301.45418
1624	55298.69573
1625	55287.96066
1626	55287.96057
1627	55286.22817
1628	55280.07682
1629	55277.68102
1630	55276.29517
1631	55263.33463
1632	55263.28493
1633	55260.47086
1634	55259.81792
1635	55254.16176
1636	55251.55901
1637	55240.55048
1638	55240.55039
1639	55233.49525
1640	55210.90732
1641	55210.69557
1642	55203.56049
1643	55199.14268
1644	55183.40865
1645	55183.40855
1646	55177.33964
1647	55173.52518
1648	55173.52509
1649	55169.57524
1650	55169.52327
1651	55160.36517
1652	55140.35191
1653	55128.2545
1654	55121.93318
1655	55121.3389
1656	55121.3388
1657	55121.28156
1658	55113.93953
1659	55097.43088
1660	55093.36559
1661	55093.36549
1662	55093.3654
1663	55087.6612
1664	55079.3503
1665	55068.26527
